,Quotes,Tags
1241,"Depend upon it there comes a time when for every addition of knowledge you forget something that you knew before. It is of the highest importance, therefore, not to have useless facts elbowing out the useful ones.",Knowledge
1242,"We don't know all the answers. If we knew all the answers we'd be bored, wouldn't we? We keep looking, searching, trying to get more knowledge.",Knowledge
1243,There comes a time when the mind takes a higher plane of knowledge but can never prove how it got there.,Knowledge
1244,Knowledge is true opinion.,Knowledge
1245,"If you first fortify yourself with the true knowledge of the Universal Self, and then live in the midst of wealth and worldliness, surely they will in no way affect you.",Knowledge
1246,That knowledge which is popular is not scientific.,Knowledge
1247,"As the biggest library if it is in disorder is not as useful as a small but well-arranged one, so you may accumulate a vast amount of knowledge but it will be of far less value than a much smaller amount if you have not thought it over for yourself.",Knowledge
1248,"Suppose that we are wise enough to learn and know - and yet not wise enough to control our learning and knowledge, so that we use it to destroy ourselves? Even if that is so, knowledge remains better than ignorance.",Knowledge
1249,"Knowledge is not a passion from without the mind, but an active exertion of the inward strength, vigor and power of the mind, displaying itself from within.",Knowledge
1250,The knowledge of yourself will preserve you from vanity.,Knowledge
1251,"Even knowledge has to be in the fashion, and where it is not, it is wise to affect ignorance.",Knowledge
1252,"For beautiful eyes, look for the good in others; for beautiful lips, speak only words of kindness; and for poise, walk with the knowledge that you are never alone.",Knowledge
1253,"There is a cult of ignorance in the United States, and there has always been. The strain of anti-intellectualism has been a constant thread winding its way through our political and cultural life, nurtured by the false notion that democracy means that my ignorance is just as good as your knowledge.",Knowledge
1254,"Data is not information, information is not knowledge, knowledge is not understanding, understanding is not wisdom.",Knowledge
1255,Knowledge is of no value unless you put it into practice.,Knowledge
1256,Knowledge is knowing that a tomato is a fruit. Wisdom is knowing not to put it in a fruit salad.,Knowledge
1257,"Science knows no country, because knowledge belongs to humanity, and is the torch which illuminates the world. Science is the highest personification of the nation because that nation will remain the first which carries the furthest the works of thought and intelligence.",Knowledge
1258,Discussion is an exchange of knowledge; an argument an exchange of ignorance.,Knowledge
1259,"Never stop fighting until you arrive at your destined place - that is, the unique you. Have an aim in life, continuously acquire knowledge, work hard, and have perseverance to realise the great life.",Knowledge
1260,We cannot stop natural disasters but we can arm ourselves with knowledge: so many lives wouldn't have to be lost if there was enough disaster preparedness.,Knowledge
1261,"Carry out a random act of kindness, with no expectation of reward, safe in the knowledge that one day someone might do the same for you.",Knowledge
1262,The greatest obstacle to discovery is not ignorance - it is the illusion of knowledge.,Knowledge
1263,Knowledge will forever govern ignorance; and a people who mean to be their own governors must arm themselves with the power which knowledge gives.,Knowledge
1264,We want our legacy to stand upon the youth. We want to give knowledge to the younger generation and be a part of changing the game.,Knowledge
1265,The great aim of education is not knowledge but action.,Knowledge
1266,"I believe that through knowledge and discipline, financial peace is possible for all of us.",Knowledge
1267,An investment in knowledge pays the best interest.,Knowledge
1268,"It is not knowledge, but the act of learning, not possession but the act of getting there, which grants the greatest enjoyment.",Knowledge
1269,"Knowledge comes, but wisdom lingers. It may not be difficult to store up in the mind a vast quantity of facts within a comparatively short time, but the ability to form judgments requires the severe discipline of hard work and the tempering heat of experience and maturity.",Knowledge
1270,"Some people drink from the fountain of knowledge, others just gargle.",Knowledge
1271,Science is a way of thinking much more than it is a body of knowledge.,Knowledge
1272,It takes considerable knowledge just to realize the extent of your own ignorance.,Knowledge
1273,What is research but a blind date with knowledge?,Knowledge
1274,"It is possible to fly without motors, but not without knowledge and skill.",Knowledge
1275,The saddest aspect of life right now is that science gathers knowledge faster than society gathers wisdom.,Knowledge
1276,Beware of false knowledge; it is more dangerous than ignorance.,Knowledge
1277,"Knowledge is power, and it can help you overcome any fear of the unexpected. When you learn, you gain more awareness through the process, and you know what pitfalls to look for as you get ready to transition to the next level.",Knowledge
1278,The good life is one inspired by love and guided by knowledge.,Knowledge
1279,"The goal of education is not to increase the amount of knowledge but to create the possibilities for a child to invent and discover, to create men who are capable of doing new things.",Knowledge
1280,"The improvement of understanding is for two ends: first, our own increase of knowledge; secondly, to enable us to deliver that knowledge to others.",Knowledge
1281,"When people rely on surface appearances and false racial stereotypes, rather than in-depth knowledge of others at the level of the heart, mind and spirit, their ability to assess and understand people accurately is compromised.",Knowledge
1282,"Knowledge speaks, but wisdom listens.",Knowledge
1283,"In complete darkness we are all the same, it is only our knowledge and wisdom that separates us, don't let your eyes deceive you.",Knowledge
1284,I believe that imagination is stronger than knowledge. That myth is more potent than history. That dreams are more powerful than facts. That hope always triumphs over experience. That laughter is the only cure for grief. And I believe that love is stronger than death.,Knowledge
1285,Knowledge is power.,Knowledge
1286,The art and science of asking questions is the source of all knowledge.,Knowledge
1287,"Sorrow is knowledge, those that know the most must mourn the deepest, the tree of knowledge is not the tree of life.",Knowledge
1288,We can be knowledgable with other men's knowledge but we cannot be wise with other men's wisdom.,Knowledge
1289,"Your competition is not other people but the time you kill, the ill will you create, the knowledge you neglect to learn, the connections you fail to build, the health you sacrifice along the path, your inability to generate ideas, the people around you who don't support and love your efforts, and whatever god you curse for your bad luck.",Knowledge
1290,"All true happiness, pure joy, sweet bounties, and untroubled pleasure lie in knowledge of God and love of God; they cannot exist without them.",Knowledge
1291,Research is creating new knowledge.,Knowledge
1292,"Thought is the wind, knowledge the sail, and mankind the vessel.",Knowledge
1293,The thing I have discovered about working with personal finance is that the good news is that it is not rocket science. Personal finance is about 80 percent behavior. It is only about 20 percent head knowledge.,Knowledge
1294,"Integrity without knowledge is weak and useless, and knowledge without integrity is dangerous and dreadful.",Knowledge
1295,True knowledge exists in knowing that you know nothing.,Knowledge
1296,"Hackers are breaking the systems for profit. Before, it was about intellectual curiosity and pursuit of knowledge and thrill, and now hacking is big business.",Knowledge
1297,Education is not just about going to school and getting a degree. It's about widening your knowledge and absorbing the truth about life.,Knowledge
1298,"Love is a really scary thing, and you never know what's going to happen. It's one of the most beautiful things in life, but it's one of the most terrifying. It's worth the fear because you have more knowledge, experience, you learn from people, and you have memories.",Knowledge
1299,The greater our knowledge increases the more our ignorance unfolds.,Knowledge
1300,"If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved.",Knowledge
1301,It is the supreme art of the teacher to awaken joy in creative expression and knowledge.,Knowledge
1302,"I've been a cook all my life, but I am still learning to be a good chef. I'm always learning new techniques and improving beyond my own knowledge because there is always something new to learn and new horizons to discover.",Knowledge
1303,"Happiness exists on earth, and it is won through prudent exercise of reason, knowledge of the harmony of the universe, and constant practice of generosity.",Knowledge
1304,"The past is a source of knowledge, and the future is a source of hope. Love of the past implies faith in the future.",Knowledge
1305,"The difference between a successful person and others is not a lack of strength, not a lack of knowledge, but rather a lack of will.",Knowledge
1306,"Knowledge will give you power, but character respect.",Knowledge
1307,"Allah says in the Qur'an not to despise one another. So the criterion in Islam is not color or social status. It's who is most righteous. If I go to a mosque - and I'm a basketball player with money and prestige - if I go to a mosque and see an imam, I feel inferior. He's better than me. It's about knowledge.",Knowledge
1308,Science is organized knowledge. Wisdom is organized life.,Knowledge
1309,"Over time, naturally, you lose your innocence from gaining knowledge. You can't be innocent forever, but there's something in innocence you need to regain to be creative.",Knowledge
1310,Only divine love bestows the keys of knowledge.,Knowledge
1311,The man of knowledge must be able not only to love his enemies but also to hate his friends.,Knowledge
1312,"If you know you are on the right track, if you have this inner knowledge, then nobody can turn you off... no matter what they say.",Knowledge
1313,"Patriotism is voluntary. It is a feeling of loyalty and allegiance that is the result of knowledge and belief. A patriot shows their their patriotism through their actions, by their choice.",Knowledge
1314,"Three passions, simple but overwhelmingly strong, have governed my life: the longing for love, the search for knowledge, and unbearable pity for the suffering of mankind.",Knowledge
1315,"Ignorance more frequently begets confidence than does knowledge: it is those who know little, and not those who know much, who so positively assert that this or that problem will never be solved by science.",Knowledge
1316,Our knowledge is a little island in a great ocean of nonknowledge.,Knowledge
1317,"Design is a way of life, a point of view. It involves the whole complex of visual communications: talent, creative ability, manual skill, and technical knowledge. Aesthetics and economics, technology and psychology are intrinsically related to the process.",Knowledge
1318,"All we have is the knowledge passed on to us by our elders, experiences we inculcate and hardly negate. But to bridge the generation gap, one needs to adapt to the new while retaining the goodness of the old.",Knowledge
1319,For the things of this world cannot be made known without a knowledge of mathematics.,Knowledge
1320,"I believe that when an elder dies, a library is burned: vast sums of wisdom and knowledge are lost. Throughout the world libraries are ablaze with scant attention.",Knowledge
1321,"We are buried beneath the weight of information, which is being confused with knowledge; quantity is being confused with abundance and wealth with happiness.",Knowledge
1322,The only source of knowledge is experience.,Knowledge
1323,"Lost wealth may be replaced by industry, lost knowledge by study, lost health by temperance or medicine, but lost time is gone forever.",Knowledge
1324,"Don't only practice your art, but force your way into its secrets; art deserves that, for it and knowledge can raise man to the Divine.",Knowledge
1325,"Knowledge comes, but wisdom lingers.",Knowledge
1326,Knowledge is proud that it knows so much; wisdom is humble that it knows no more.,Knowledge
1327,"Nature is the source of all true knowledge. She has her own logic, her own laws, she has no effect without cause nor invention without necessity.",Knowledge
1328,"The more knowledge you have, the greater will be your fear of Allah.",Knowledge
1329,"As knowledge increases, wonder deepens.",Knowledge
1330,A loving heart is the beginning of all knowledge.,Knowledge
1331,The gift of fantasy has meant more to me than my talent for absorbing positive knowledge.,Knowledge
1332,"The good life consists in deriving happiness by using your signature strengths every day in the main realms of living. The meaningful life adds one more component: using these same strengths to forward knowledge, power or goodness.",Knowledge
1333,"Wisdom is the knowledge of good and evil, not the strength to choose between the two.",Knowledge
1334,"Summer is not obligatory. We can start an infernally hard jigsaw puzzle in June with the knowledge that, if there are enough rainy days, we may just finish it by Labor Day, but if not, there's no harm, no penalty. We may have better things to do.",Knowledge
1335,"Pleasure is a shadow, wealth is vanity, and power a pageant; but knowledge is ecstatic in enjoyment, perennial in frame, unlimited in space and indefinite in duration.",Knowledge
1336,"Life is a travelling to the edge of knowledge, then a leap taken.",Knowledge
1337,Knowledge is a weapon. I intend to be formidably armed.,Knowledge
1338,Knowledge is an unending adventure at the edge of uncertainty.,Knowledge
1339,"Not ignorance, but ignorance of ignorance, is the death of knowledge.",Knowledge
1340,"Knowledge is not a guarantee of good political behavior, but ignorance is a virtual guarantee of bad behavior.",Knowledge
1341,There is no greater impediment to the advancement of knowledge than the ambiguity of words.,Knowledge
1342,"The more knowledge you've got, the more understanding you have, the better you are able to implement and pass it on to others.",Knowledge
1343,"You are the master of your own ship, pal. There are lots of people who fall into troubled waters and don't have the guts or the knowledge or the ability to make it to shore. They have nobody to blame but themselves.",Knowledge
1344,Knowledge is not skill. Knowledge plus ten thousand times is skill.,Knowledge
1345,"The secret of improved plant breeding, apart from scientific knowledge, is love.",Knowledge
1346,The goal of education is the advancement of knowledge and the dissemination of truth.,Knowledge
1347,"Education is a private matter between the person and the world of knowledge and experience, and has little to do with school or college.",Knowledge
1348,The mark of higher education isn't the knowledge you accumulate in your head. It's the skills you gain about how to learn.,Knowledge
1349,"A lawyer without history or literature is a mechanic, a mere working mason; if he possesses some knowledge of these, he may venture to call himself an architect.",Knowledge
1350,"The more knowledge you get, the more questions you ask. The smarter you get, the more you realize that everything can be possible.",Knowledge
1351,The advancement and diffusion of knowledge is the only guardian of true liberty.,Knowledge
1352,"I thank God that I'm a product of my parents. That they infected me with their intelligence and energy for life, with their thirst for knowledge and their love. I'm grateful that I know where I come from.",Knowledge
1353,Anything that gives us new knowledge gives us an opportunity to be more rational.,Knowledge
1354,Hackers rarely have full knowledge of the technology stack of a target.,Knowledge
1355,A thorough knowledge of the Bible is worth more than a college education.,Knowledge
1356,"Human knowledge is never contained in one person. It grows from the relationships we create between each other and the world, and still, it is never complete.",Knowledge
1357,"If a little knowledge is dangerous, where is the man who has so much as to be out of danger?",Knowledge
1358,The secret to being successful from a trading perspective is to have an indefatigable and an undying and unquenchable thirst for information and knowledge.,Knowledge
1359,Love takes up where knowledge leaves off.,Knowledge
1360,To be conscious that you are ignorant of the facts is a great step to knowledge.,Knowledge
1361,"If you want to know the taste of a pear, you must change the pear by eating it yourself. If you want to know the theory and methods of revolution, you must take part in revolution. All genuine knowledge originates in direct experience.",Knowledge
1362,"Faith: Belief without evidence in what is told by one who speaks without knowledge, of things without parallel.",Knowledge
1363,Imagine a world in which every single person on the planet is given free access to the sum of all human knowledge. That's what we're doing.,Knowledge
1364,"Doubt is not below knowledge, but above it.",Knowledge
1365,"I was raised in Arizona, and I went to public school, and the extent of my knowledge of the civil-rights movement was the story of Rosa Parks and Martin Luther King, Jr. I wonder how much my generation knows.",Knowledge
1366,"Exercise your brain and body, keep engaged with work and friends, and feed your brain with a healthy, plant-based diet - as well as knowledge.",Knowledge
1367,"To remove this obstacle I repeat or refer to such knowledge as has come under my notice, my own previously expressed views, and also describe and exhibit my last experiments and explain their novelty and utility.",Knowledge
1368,"We have always been taught that hockey is our national game, but it is only in general knowledge books and not on official papers.",Knowledge
1369,"The future of Norway isn't about competing on being the cheapest but the most innovative. We have an expensive welfare state, and the only answer to continue that way is to become more competitive, especially on knowledge.",Knowledge
1370,"In the life of our organism, we are continually dealing with a development of force followed by a state of equilibrium. Of course, the human being has no conscious knowledge of what is really going on within him, but what takes place is so infinitely wise that the cleverness of the human ego is nothing by comparison.",Knowledge
1371,The future of publishing is about having connections to readers and the knowledge of what those readers want.,Knowledge
1372,"But, I think it's great to be able to work with established directors, and then also first-timers. I feel like you learn from both of them, but then you can go and share your knowledge with each of them. That's really fantastic!",Knowledge
1373,"If you happen to start a new country in the 1990s, you have the advantage of drafting new laws with the knowledge that the Internet is out there.",Knowledge
1374,"Kids all want to look cool, as if knowledge is a great burden, but they're always looking around. They remember.",Knowledge
1375,They taught us because they wanted to pass the knowledge on and educate young musicians. It was not because they had to teach because they failed as musicians. There is a huge difference in the reasons why someone is teaching and what they can offer and what they cannot offer.,Knowledge
1376,Most scientific revelations happened after the pursuit of knowledge quit being secret and hermetic.,Knowledge
1377,"Where the quest for knowledge is relatively, and now almost absolutely, unrestrained, the public benefit will be great, especially where the certainty of the law ensures that knowledge is rewarded. This is exactly the combination that is the foundation of wealth-creation.",Knowledge
1378,"Basically I was a rebel growing up. I got kicked out of six schools. But I don't think that it makes you less of an intellect. You know, if you ever crave knowledge, there's always a library.",Knowledge
1379,"At thirteen, I accompanied my mother to the Hawaiian Islands. There, for the first time, I saw the wonder of a steamship and the vastness of the ocean. From that time on, I was eager to acquire the knowledge of the West and to fathom the mysteries of nature.",Knowledge
1380,"When you are not part of an industry, your knowledge of that field is based on what you read and hear and on the stereotypes that are attached to it.",Knowledge
1381,"A largely unregulated Internet has created knowledge and wealth, but it's also long provided a medium for predatory, abusive and bullying behavior.",Knowledge
1382,A true knowledge of ourselves is knowledge of our power.,Knowledge
1383,The Greeks possessed a knowledge of human nature we seem hardly able to attain to without passing through the strengthening hibernation of a new barbarism.,Knowledge
1384,There is this tremendous body of knowledge in the world of academia where extraordinary numbers of incredibly thoughtful people have taken the time to examine on a really profound level the way we live our lives and who we are and where we've been. That brilliant learning sometimes gets trapped in academia and never sees the light of day.,Knowledge
1385,"Harvard is first and foremost a university and not a consulting operation, and our job here is to teach and to research and to create knowledge on Asia in conjunction and in cooperation with scholars as well as with political, intellectual, and cultural leaders in Asia.",Knowledge
1386,"So long as these kinds of inequalities persist, all of us who are given expensive educations have to live with the knowledge that our victories are contaminated because the game has been rigged to our advantage.",Knowledge
1387,"Because I've spent most of my life with such a beautiful, talented, challenging female, I feel I've gained - and am still gaining - a great deal of knowledge about the feminine mystique and about personal relationships - knowledge which is so important to a writer.",Knowledge
1388,"Christopher Hitchens's autobiography, 'Hitch 22', is a poignant read and very interesting because I have a very poor knowledge of recent political history - or, for that matter, distant political history.",Knowledge
1389,"Although born in a prosperous realm, we did not believe that its boundaries should limit our knowledge, and that the lore of the East should alone enlighten us.",Knowledge
1390,"Our knowledge of animals and their behaviour has come a long way. We can no longer justify imprisoning them, robbing them of everything that is natural and important to them and turning them into objects of ridicule for our amusement.",Knowledge
1391,"We need... to say to people that this is a temporary residential status, and we expect that, once there is peace in Syria again, once IS has been defeated in Iraq, that you go back to your home country with the knowledge that you have gained.",Knowledge
1392,"Grace is given of god, but knowledge is bought in the market.",Knowledge
1393,"An accurate knowledge of the past of a country is necessary for everyone who would understand its present, and who desires to judge of its future.",Knowledge
1394,When I entered medical physics in 1958 there were fewer than 100 in the U.S. and I could see many opportunities to apply my knowledge of nuclear physics.,Knowledge
1395,"At the simplest level, economics can better show us the consequences of our actions. Less simple are cases in which we don't have the knowledge to predict the full consequences. Global warming and climate change are examples.",Knowledge
1396,"I'm not saying that atheists can't act morally or have moral knowledge. But when I ascribe virtue to an atheist, it's as a theist who sees the atheist as conforming to objective moral values. The atheist, by contrast, has no such basis for morality. And yet all moral judgments require a basis for morality, some standard of right and wrong.",Knowledge
1397,"You get a lot of young chefs who have a lot of savoir-faire, a lot of technical knowledge. What's important is to convey to them a cuisine that is made from the heart.",Knowledge
1398,"The foundation of our religion is a basis of fact - the fact of the birth, ministry, miracles, death, resurrection by the Evangelists as having actually occurred, within their own personal knowledge.",Knowledge
1399,The skills associated with knowledge creation are totally different from the skills associated with production.,Knowledge
1400,Men have always shown a dim knowledge of their better potentialities by paying homage to those purest leaders who taught the simplest and most inclusive rules for an undivided mankind.,Knowledge
1401,"To maximise global social welfare, policymakers should strongly encourage the diffusion of knowledge from developed to developing countries.",Knowledge
1402,"The frontiers of knowledge in the various fields of our subject are expanding at such a rate that, work as hard as one can, one finds oneself further and further away from an understanding of the whole.",Knowledge
1403,Contempt for China on the part of the enemy is his weak point. Knowledge of this weak point is our strong point.,Knowledge
1404,"Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.",
1405,He who has a why to live can bear almost any how.,Life
1406,"Do not dwell in the past, do not dream of the future, concentrate the mind on the present moment.",Life
1407,"We do not remember days, we remember moments.",Life
1408,Life is what happens while you are busy making other plans.,Life
1409,"The truth is you don't know what is going to happen tomorrow. Life is a crazy ride, and nothing is guaranteed.",Life
1410,Sometimes life hits you in the head with a brick. Don't lose faith.,Life
1411,Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life; define yourself.,Life
1412,"Life is a dream for the wise, a game for the fool, a comedy for the rich, a tragedy for the poor.",Life
1413,"Open your eyes, look within. Are you satisfied with the life you're living?",Life
1414,"When I stand before God at the end of my life, I would hope that I would not have a single bit of talent left, and could say, 'I used everything you gave me'.",Life
1415,Life is a song - sing it. Life is a game - play it. Life is a challenge - meet it. Life is a dream - realize it. Life is a sacrifice - offer it. Life is love - enjoy it.,Life
1416,Every man dies. Not every man really lives.,Life
1417,"We must be willing to let go of the life we have planned, so as to have the life that is waiting for us.",Life
1418,"I went to the woods because I wished to live deliberately, to front only the essential facts of life, and see if I could not learn what it had to teach, and not, when I came to die, discover that I had not lived.",Life
1419,"Don't go through life, grow through life.",Life
1420,The purpose of life is a life of purpose.,Life
1421,"Ships that pass in the night, and speak each other in passing, only a signal shown, and a distant voice in the darkness; So on the ocean of life, we pass and speak one another, only a look and a voice, then darkness again and a silence.",Life
1422,Life is a mirror and will reflect back to the thinker what he thinks into it.,Life
1423,"You're only here for a short visit. Don't hurry, don't worry. And be sure to smell the flowers along the way.",Life
1424,A life is not important except in the impact it has on other lives.,Life
1425,"How far you go in life depends on your being tender with the young, compassionate with the aged, sympathetic with the striving and tolerant of the weak and strong. Because someday in your life you will have been all of these.",Life
1426,Life ought to be a struggle of desire toward adventures whose nobility will fertilize the soul.,Life
1427,A man who dares to waste one hour of time has not discovered the value of life.,Life
1428,"I have found that if you love life, life will love you back.",Life
1429,All the art of living lies in a fine mingling of letting go and holding on.,Life
1430,"If you live long enough, you'll make mistakes. But if you learn from them, you'll be a better person. It's how you handle adversity, not how it affects you. The main thing is never quit, never quit, never quit.",Life
1431,"Life is short and we have never too much time for gladdening the hearts of those who are travelling the dark journey with us. Oh be swift to love, make haste to be kind.",Life
1432,You will never be happy if you continue to search for what happiness consists of. You will never live if you are looking for the meaning of life.,Life
1433,We live in a rainbow of chaos.,Life
1434,"Life is 10 percent what you make it, and 90 percent how you take it.",Life
1435,Growth is the only evidence of life.,Life
1436,The only disability in life is a bad attitude.,Life
1437,We can't plan life. All we can do is be available for it.,Life
1438,Life isn't about finding yourself. Life is about creating yourself.,Life
1439,Life is never easy for those who dream.,Life
1440,Surprise is the greatest gift which life can grant us.,Life
1441,It's all about quality of life and finding a happy balance between work and friends and family.,Life
1442,"Life is what we make it, always has been, always will be.",Life
1443,Nobody made a greater mistake than he who did nothing because he could do only a little.,Life
1444,"Make space in your life for the things that matter, for family and friends, love and generosity, fun and joy. Without this, you will burn out in mid-career and wonder where your life went.",Life
1445,"Life is not a problem to be solved, but a reality to be experienced.",Life
1446,"Good friends, good books and a sleepy conscience: this is the ideal life.",Life
1447,"I slept and dreamt that life was joy. I awoke and saw that life was service. I acted and behold, service was joy.",Life
1448,Life is a lot like jazz... it's best when you improvise.,Life
1449,"You have enemies? Good. That means you've stood up for something, sometime in your life.",Life
1450,Life is ten percent what happens to you and ninety percent how you respond to it.,Life
1451,"Very little is needed to make a happy life; it is all within yourself, in your way of thinking.",Life
1452,Life is a lively process of becoming.,Life
1453,"Our prime purpose in this life is to help others. And if you can't help them, at least don't hurt them.",Life
1454,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing.",Life
1455,Life is a series of natural and spontaneous changes. Don't resist them - that only creates sorrow. Let reality be reality. Let things flow naturally forward in whatever way they like.,Life
1456,The art of life is to know how to enjoy a little and to endure very much.,Life
1457,"Life isn't a matter of milestones, but of moments.",Life
1458,"What do we live for, if not to make life less difficult for each other?",Life
1459,Life is a zoo in a jungle.,Life
1460,Into each life some rain must fall.,Life
1461,The most satisfying thing in life is to have been able to give a large part of one's self to others.,Life
1462,I arise in the morning torn between a desire to improve the world and a desire to enjoy the world. This makes it hard to plan the day.,Life
1463,"We are here to add what we can to life, not to get what we can from life.",Life
1464,"To live is to change, and to be perfect is to have changed often.",Life
1465,The good life is one inspired by love and guided by knowledge.,Life
1466,The price of anything is the amount of life you exchange for it.,Life
1467,All life is an experiment. The more experiments you make the better.,Life
1468,Life consists not in holding good cards but in playing those you hold well.,Life
1469,The greatest use of a life is to spend it on something that will outlast it.,Life
1470,"Life's most persistent and urgent question is, 'What are you doing for others?'",Life
1471,The purpose of our lives is to be happy.,Life
1472,"Life is really simple, but we insist on making it complicated.",Life
1473,"Life is a succession of moments, to live each one is to succeed.",Life
1474,"While there's life, there's hope.",Life
1475,Don't go around saying the world owes you a living. The world owes you nothing. It was here first.,Life
1476,Life is a long lesson in humility.,Life
1477,The true secret of happiness lies in taking a genuine interest in all the details of daily life.,Life
1478,"Throughout life people will make you mad, disrespect you and treat you bad. Let God deal with the things they do, cause hate in your heart will consume you too.",Life
1479,"Life is a series of collisions with the future; it is not the sum of what we have been, but what we yearn to be.",Life
1480,"Life is a tragedy when seen in close-up, but a comedy in long-shot.",Life
1481,"Life is growth. If we stop growing, technically and spiritually, we are as good as dead.",Life
1482,The most important thing is to enjoy your life - to be happy - it's all that matters.,Life
1483,"All theory, dear friend, is gray, but the golden tree of life springs ever green.",Life
1484,Life is too short for long-term grudges.,Life
1485,"There are three constants in life... change, choice and principles.",Life
1486,Only a life lived for others is a life worthwhile.,Life
1487,"It's only when we truly know and understand that we have a limited time on earth - and that we have no way of knowing when our time is up, we will then begin to live each day to the fullest, as if it was the only one we had.",Life
1488,"Life is made up of sobs, sniffles, and smiles, with sniffles predominating.",Life
1489,One way to get the most out of life is to look upon it as an adventure.,Life
1490,"It is not length of life, but depth of life.",Life
1491,The indispensable first step to getting the things you want out of life is this: decide what you want.,Life
1492,"The story of life is quicker than the blink of an eye, the story of love is hello, goodbye.",Life
1493,How sweet it is!,Life
1494,"Everything has been figured out, except how to live.",Life
1495,"Life is so fresh, life is every day so new if we are fighting, only for the best. Sometimes I think the only real satisfaction in life is failure, failure in your endeavor to do your best.",Life
1496,What a wonderful life I've had! I only wish I'd realized it sooner.,Life
1497,"To me, if life boils down to one thing, it's movement. To live is to keep moving.",Life
1498,Find ecstasy in life; the mere sense of living is joy enough.,Life
1499,He not busy being born is busy dying.,Life
1500,It takes half your life before you discover life is a do-it-yourself project.,Life
1501,Doing what you love is the cornerstone of having abundance in your life.,Life
1502,The greatest pleasure of life is love.,Life
1503,"If life were predictable it would cease to be life, and be without flavor.",Life
1504,A baby is God's opinion that life should go on.,Life
1505,Life imitates art far more than art imitates Life.,Life
1506,There is more to life than increasing its speed.,Life
1507,"Life is a succession of lessons which must be lived to be understood. All is riddle, and the key to a riddle is another riddle.",Life
1508,"There may be aliens in our Milky Way galaxy, and there are billions of other galaxies. The probability is almost certain that there is life somewhere in space.",Life
1509,Our truest life is when we are in dreams awake.,Life
1510,All of life is peaks and valleys. Don't let the peaks get too high and the valleys too low.,Life
1511,Life would be tragic if it weren't funny.,Life
1512,"Nearly all the best things that came to me in life have been unexpected, unplanned by me.",Life
1513,You have succeeded in life when all you really want is only what you really need.,Life
1514,Maybe that's what life is... a wink of the eye and winking stars.,Life
1515,"Here is the test to find whether your mission on Earth is finished: if you're alive, it isn't.",Life
1516,"Life's like a play: it's not the length, but the excellence of the acting that matters.",Life
1517,Give me the luxuries of life and I will willingly do without the necessities.,Life
1518,Any idiot can face a crisis - it's day to day living that wears you out.,Life
1519,"This life, which had been the tomb of his virtue and of his honour, is but a walking shadow; a poor player, that struts and frets his hour upon the stage, and then is heard no more: it is a tale told by an idiot, full of sound and fury, signifying nothing.",Life
1520,The difficulty in life is the choice.,Life
1521,"I still find each day too short for all the thoughts I want to think, all the walks I want to take, all the books I want to read, and all the friends I want to see.",Life
1522,"The greatest trap in our life is not success, popularity or power, but self-rejection.",Life
1523,Our life is what our thoughts make it.,Life
1524,"When I hear somebody sigh, 'Life is hard,' I am always tempted to ask, 'Compared to what?'",Life
1525,The true object of all human life is play. Earth is a task garden; heaven is a playground.,Life
1526,"Mindfulness is about love and loving life. When you cultivate this love, it gives you clarity and compassion for life, and your actions happen in accordance with that.",Life
1527,The monotony and solitude of a quiet life stimulates the creative mind.,Life
1528,Life is something to do when you can't get to sleep.,Life
1529,True life is lived when tiny changes occur.,Life
1530,Maybe all one can do is hope to end up with the right regrets.,Life
1531,"Life appears to me too short to be spent in nursing animosity, or registering wrongs.",Life
1532,Wrong life cannot be lived rightly.,Life
1533,"There is only one difference between a long life and a good dinner: that, in the dinner, the sweets come last.",Life
1534,Our life always expresses the result of our dominant thoughts.,Life
1535,"Look, I don't want to wax philosophic, but I will say that if you're alive you've got to flap your arms and legs, you've got to jump around a lot, for life is the very opposite of death, and therefore you must at very least think noisy and colorfully, or you're not alive.",Life
1536,Life would be infinitely happier if we could only be born at the age of eighty and gradually approach eighteen.,Life
1537,Pain and death are part of life. To reject them is to reject life itself.,Life
1538,"Life is never fair, and perhaps it is a good thing for most of us that it is not.",Life
1539,"Life is like a trumpet - if you don't put anything into it, you don't get anything out of it.",Life
1540,It is often said that before you die your life passes before your eyes. It is in fact true. It's called living.,Life
1541,Life is pleasant. Death is peaceful. It's the transition that's troublesome.,Life
1542,"As a well-spent day brings happy sleep, so a life well spent brings happy death.",Life
1543,"The aim of life is to live, and to live means to be aware, joyously, drunkenly, serenely, divinely aware.",Life
1544,Fortunately analysis is not the only way to resolve inner conflicts. Life itself still remains a very effective therapist.,Life
1545,Life comes from the earth and life returns to the earth.,Life
1546,Life is the art of drawing sufficient conclusions from insufficient premises.,Life
1547,All I really need to know... I learned in kindergarten.,Life
1548,The chief danger in life is that you may take too many precautions.,Life
1549,"Once you bring life into the world, you must protect it. We must protect it by changing the world.",Life
1550,"The golden moments in the stream of life rush past us, and we see nothing but sand; the angels come to visit us, and we only know them when they are gone.",Life
1551,Life is very short and what we have to do must be done in the now.,Life
1552,"Let life happen to you. Believe me: life is in the right, always.",Life
